PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
446,1,2,F,13.0,0,1,19.5,S
447,1,1,M,34.0,0,0,26.55,S
448,1,3,F,5.0,2,1,19.27,C
449,1,1,M,52.0,0,0,30.5,S
450,0,2,M,36.0,1,2,27.75,S
451,0,3,M,30.0,1,0,19.97,S
452,0,1,M,30.0,0,0,27.75,C
453,1,1,M,49.0,1,0,89.1,C
454,0,3,M,30.0,0,0,8.05,S
455,1,3,M,29.0,0,0,7.895,C
456,0,1,M,65.0,0,0,26.55,S
457,1,1,F,35.0,1,0,51.88,S
458,1,2,F,50.0,0,0,10.5,S
459,0,3,M,30.0,0,0,7.75,Q
460,1,1,M,48.0,0,0,26.55,S
461,0,3,M,34.0,0,0,8.05,S
462,0,1,M,47.0,0,0,38.5,S
463,0,2,M,48.0,0,0,13.0,S
464,0,3,M,30.0,0,0,8.05,S
465,0,3,M,38.0,0,0,7.05,S
466,0,2,M,30.0,0,0,0.0,S
467,0,1,M,56.0,0,0,26.55,S
468,0,3,M,30.0,0,0,7.727,Q
469,1,3,F,0.75,2,1,19.27,C
470,0,3,M,30.0,0,0,7.25,S
471,0,3,M,38.0,0,0,8.664,S
472,1,2,F,33.0,1,2,27.75,S
473,1,2,F,23.0,0,0,13.79,C
474,0,3,F,22.0,0,0,9.836,S
475,0,1,M,30.0,0,0,52.0,S
476,0,2,M,34.0,1,0,21.0,S
477,0,3,M,29.0,1,0,7.047,S
478,0,3,M,22.0,0,0,7.52,S
479,1,3,F,2.0,0,1,12.29,S
480,0,3,M,9.0,5,2,46.9,S
481,0,2,M,30.0,0,0,0.0,S
482,0,3,M,50.0,0,0,8.05,S
483,1,3,F,63.0,0,0,9.586,S
484,1,1,M,25.0,1,0,91.06,C
485,0,3,F,21.0,3,1,25.47,S
486,1,1,F,35.0,1,0,90.0,S
487,0,1,M,58.0,0,0,29.7,C
488,0,3,M,30.0,0,0,8.05,S
489,1,3,M,9.0,1,1,15.9,S
490,0,3,M,30.0,1,0,19.97,S
491,0,3,M,21.0,0,0,7.25,S
492,0,1,M,55.0,0,0,30.5,S
493,0,1,M,71.0,0,0,49.5,C
494,0,3,M,21.0,0,0,8.05,S
495,0,3,M,30.0,0,0,14.46,C
496,1,1,F,54.0,1,0,78.25,C
497,0,3,M,30.0,0,0,15.1,S
498,0,1,F,25.0,1,2,151.5,S
499,0,3,M,24.0,0,0,7.797,S
500,0,3,M,17.0,0,0,8.664,S
501,0,3,F,21.0,0,0,7.75,Q
502,0,3,F,21.0,0,0,7.63,Q
503,0,3,F,37.0,0,0,9.586,S
504,1,1,F,16.0,0,0,86.5,S
505,0,1,M,18.0,1,0,108.9,C
506,1,2,F,33.0,0,2,26.0,S
507,1,1,M,30.0,0,0,26.55,S
508,0,3,M,28.0,0,0,22.53,S
509,1,3,M,26.0,0,0,56.5,S
510,1,3,M,29.0,0,0,7.75,Q
511,0,3,M,30.0,0,0,8.05,S
512,1,1,M,36.0,0,0,26.28,S
513,1,1,F,54.0,1,0,59.4,C
514,0,3,M,24.0,0,0,7.496,S
515,0,1,M,47.0,0,0,34.03,S
516,1,2,F,34.0,0,0,10.5,S
517,0,3,M,30.0,0,0,24.16,Q
518,1,2,F,36.0,1,0,26.0,S
519,0,3,M,32.0,0,0,7.895,S
520,1,1,F,30.0,0,0,93.5,S
521,0,3,M,22.0,0,0,7.895,S
522,0,3,M,30.0,0,0,7.227,C
523,1,1,F,44.0,0,1,57.97,C
524,0,3,M,30.0,0,0,7.23,C
525,0,3,M,40.5,0,0,7.75,Q
526,1,2,F,50.0,0,0,10.5,S
527,0,1,M,30.0,0,0,221.8,S
528,0,3,M,39.0,0,0,7.926,S
529,0,2,M,23.0,2,1,11.5,S
530,1,2,F,2.0,1,1,26.0,S
531,0,3,M,30.0,0,0,7.23,C
532,0,3,M,17.0,1,1,7.23,C
533,1,3,F,35.0,0,2,22.36,C
534,0,3,F,30.0,0,0,8.664,S
535,1,2,F,7.0,0,2,26.25,S
536,0,1,M,45.0,0,0,26.55,S
537,1,1,F,30.0,0,0,106.44,C
538,0,3,M,30.0,0,0,14.5,S
539,1,1,F,22.0,0,2,49.5,C
540,1,1,F,36.0,0,2,71.0,S
541,0,3,F,9.0,4,2,31.28,S
542,0,3,F,11.0,4,2,31.28,S
543,1,2,M,32.0,1,0,26.0,S
544,0,1,M,50.0,1,0,106.44,C
545,0,1,M,64.0,0,0,26.0,S
546,1,2,F,19.0,1,0,26.0,S
547,1,2,M,30.0,0,0,13.86,C
548,0,3,M,33.0,1,1,20.53,S
549,1,2,M,8.0,1,1,36.75,S
550,1,1,M,17.0,0,2,110.9,C
551,0,2,M,27.0,0,0,26.0,S
552,0,3,M,30.0,0,0,7.83,Q
553,1,3,M,22.0,0,0,7.227,C
554,1,3,F,22.0,0,0,7.773,S
555,0,1,M,62.0,0,0,26.55,S
556,1,1,F,48.0,1,0,39.6,C
557,0,1,M,30.0,0,0,227.5,C
558,1,1,F,39.0,1,1,79.6,S
559,1,3,F,36.0,1,0,17.4,S
560,0,3,M,30.0,0,0,7.75,Q
561,0,3,M,40.0,0,0,7.895,S
562,0,2,M,28.0,0,0,13.5,S
563,0,3,M,30.0,0,0,8.05,S
564,0,3,F,21.0,0,0,8.05,S
565,0,3,M,24.0,2,0,24.16,S
566,0,3,M,19.0,0,0,7.895,S
567,0,3,F,29.0,0,4,21.08,S
568,0,3,M,30.0,0,0,7.23,C
569,1,3,M,32.0,0,0,7.855,S
570,1,2,M,62.0,0,0,10.5,S
571,1,1,F,53.0,2,0,51.47,S
572,1,1,M,36.0,0,0,26.39,S
573,1,3,F,21.0,0,0,7.75,Q
574,0,3,M,16.0,0,0,8.05,S
575,0,3,M,19.0,0,0,14.5,S
576,1,2,F,34.0,0,0,13.0,S
577,1,1,F,39.0,1,0,55.9,S
578,0,3,F,35.0,1,0,14.46,C
579,1,3,M,32.0,0,0,7.926,S
580,1,2,F,25.0,1,1,30.0,S
581,1,1,F,39.0,1,1,110.9,C
582,0,2,M,54.0,0,0,26.0,S
583,0,1,M,36.0,0,0,40.12,C
584,0,3,M,30.0,0,0,8.71,C
585,1,1,F,18.0,0,2,79.6,S
586,0,2,M,47.0,0,0,15.0,S
587,1,1,M,60.0,1,1,79.2,C
588,0,3,M,22.0,0,0,8.05,S
589,0,3,M,30.0,0,0,8.05,S
590,0,3,M,35.0,0,0,7.125,S
591,1,1,F,52.0,1,0,78.25,C
592,0,3,M,47.0,0,0,7.25,S
593,0,3,F,21.0,0,2,7.75,Q
594,0,2,M,37.0,1,0,26.0,S
595,0,3,M,36.0,1,1,24.16,S
596,1,2,F,21.0,0,0,33.0,S
597,0,3,M,49.0,0,0,0.0,S
598,0,3,M,30.0,0,0,7.227,C
599,1,1,M,49.0,1,0,56.94,C
600,1,2,F,24.0,2,1,27.0,S
601,0,3,M,30.0,0,0,7.895,S
602,0,1,M,30.0,0,0,42.4,S
603,0,3,M,44.0,0,0,8.05,S
604,1,1,M,35.0,0,0,26.55,C
605,0,3,M,36.0,1,0,15.55,S
606,0,3,M,30.0,0,0,7.895,S
607,1,1,M,27.0,0,0,30.5,S
608,1,2,F,22.0,1,2,41.6,C
609,1,1,F,40.0,0,0,153.5,S
610,0,3,F,39.0,1,5,31.28,S
611,0,3,M,30.0,0,0,7.05,S
612,1,3,F,21.0,1,0,15.5,Q
613,0,3,M,30.0,0,0,7.75,Q
614,0,3,M,35.0,0,0,8.05,S
615,1,2,F,24.0,1,2,65.0,S
616,0,3,M,34.0,1,1,14.4,S
617,0,3,F,26.0,1,0,16.1,S
618,1,2,F,4.0,2,1,39.0,S
619,0,2,M,26.0,0,0,10.5,S
620,0,3,M,27.0,1,0,14.45,C
621,1,1,M,42.0,1,0,52.56,S
622,1,3,M,20.0,1,1,15.74,C
623,0,3,M,21.0,0,0,7.855,S
624,0,3,M,21.0,0,0,16.1,S
625,0,1,M,61.0,0,0,32.3,S
626,0,2,M,57.0,0,0,12.35,Q
627,1,1,F,21.0,0,0,77.94,S
628,0,3,M,26.0,0,0,7.895,S
629,0,3,M,30.0,0,0,7.734,Q
630,1,1,M,80.0,0,0,30.0,S
631,0,3,M,51.0,0,0,7.055,S
632,1,1,M,32.0,0,0,30.5,C
633,0,1,M,30.0,0,0,0.0,S
634,0,3,F,9.0,3,2,27.9,S
635,1,2,F,28.0,0,0,13.0,S
636,0,3,M,32.0,0,0,7.926,S
637,0,2,M,31.0,1,1,26.25,S
638,0,3,F,41.0,0,5,39.7,S
639,0,3,M,30.0,1,0,16.1,S
640,0,3,M,20.0,0,0,7.855,S
641,1,1,F,24.0,0,0,69.3,C
642,0,3,F,2.0,3,2,27.9,S
643,1,3,M,30.0,0,0,56.5,S
644,1,3,F,0.75,2,1,19.27,C
645,1,1,M,48.0,1,0,76.75,C
646,0,3,M,19.0,0,0,7.895,S
647,1,1,M,56.0,0,0,35.5,C
648,0,3,M,30.0,0,0,7.55,S
649,1,3,F,23.0,0,0,7.55,S
650,0,3,M,30.0,0,0,7.895,S
651,1,2,F,18.0,0,1,23.0,S
652,0,3,M,21.0,0,0,8.43,S
653,1,3,F,21.0,0,0,7.83,Q
654,0,3,F,18.0,0,0,6.75,Q
655,0,2,M,24.0,2,0,73.5,S
656,0,3,M,30.0,0,0,7.895,S
657,0,3,F,32.0,1,1,15.5,Q
658,0,2,M,23.0,0,0,13.0,S
659,0,1,M,58.0,0,2,113.25,C
660,1,1,M,50.0,2,0,133.6,S
661,0,3,M,40.0,0,0,7.227,C
662,0,1,M,47.0,0,0,25.6,S
663,0,3,M,36.0,0,0,7.496,S
664,1,3,M,20.0,1,0,7.926,S
665,0,2,M,32.0,2,0,73.5,S
666,0,2,M,25.0,0,0,13.0,S
667,0,3,M,30.0,0,0,7.773,S
668,0,3,M,43.0,0,0,8.05,S
669,1,1,F,35.0,1,0,52.0,S
670,1,2,F,40.0,1,1,39.0,S
671,0,1,M,31.0,1,0,52.0,S
672,0,2,M,70.0,0,0,10.5,S
673,1,2,M,31.0,0,0,13.0,S
674,0,2,M,30.0,0,0,0.0,S
675,0,3,M,18.0,0,0,7.773,S
676,0,3,M,24.5,0,0,8.05,S
677,1,3,F,18.0,0,0,9.84,S
678,0,3,F,43.0,1,6,46.9,S
679,1,1,M,36.0,0,1,512.5,C
680,0,3,F,21.0,0,0,8.14,Q
681,1,1,M,27.0,0,0,76.75,C
682,0,3,M,20.0,0,0,9.23,S
683,0,3,M,14.0,5,2,46.9,S
684,0,2,M,60.0,1,1,39.0,S
685,0,2,M,25.0,1,2,41.6,C
686,0,3,M,14.0,4,1,39.7,S
687,0,3,M,19.0,0,0,10.17,S
688,0,3,M,18.0,0,0,7.797,S
689,1,1,F,15.0,0,1,211.4,S
690,1,1,M,31.0,1,0,57.0,S
691,1,3,F,4.0,0,1,13.414,C
692,1,3,M,30.0,0,0,56.5,S
693,0,3,M,25.0,0,0,7.227,C
694,0,1,M,60.0,0,0,26.55,S
695,0,2,M,52.0,0,0,13.5,S
696,0,3,M,44.0,0,0,8.05,S
697,1,3,F,21.0,0,0,7.734,Q
698,0,1,M,49.0,1,1,110.9,C
699,0,3,M,42.0,0,0,7.65,S
700,1,1,F,18.0,1,0,227.5,C
701,1,1,M,35.0,0,0,26.28,S
702,0,3,F,18.0,0,1,14.45,C
703,0,3,M,25.0,0,0,7.742,Q
704,0,3,M,26.0,1,0,7.855,S
705,0,2,M,39.0,0,0,26.0,S
706,1,2,F,45.0,0,0,13.5,S
707,1,1,M,42.0,0,0,26.28,S
708,1,1,F,22.0,0,0,151.5,S
709,1,3,M,3.5,1,1,15.24,C
710,1,1,F,24.0,0,0,49.5,C
711,0,1,M,30.0,0,0,26.55,S
712,1,1,M,48.0,1,0,52.0,S
713,0,3,M,29.0,0,0,9.484,S
714,0,2,M,52.0,0,0,13.0,S
715,0,3,M,19.0,0,0,7.65,S
716,1,1,F,38.0,0,0,227.5,C
717,1,2,F,27.0,0,0,10.5,S
718,0,3,M,30.0,0,0,15.5,Q
719,0,3,M,33.0,0,0,7.773,S
720,1,2,F,6.0,0,1,33.0,S
721,0,3,M,17.0,1,0,7.055,S
722,0,2,M,34.0,0,0,13.0,S
723,0,2,M,50.0,0,0,13.0,S
724,1,1,M,27.0,1,0,53.1,S
725,0,3,M,20.0,0,0,8.664,S
726,1,2,F,30.0,3,0,21.0,S
727,1,3,F,21.0,0,0,7.74,Q
728,0,2,M,25.0,1,0,26.0,S
729,0,3,F,25.0,1,0,7.926,S
730,1,1,F,29.0,0,0,211.4,S
731,0,3,M,11.0,0,0,18.78,C
732,0,2,M,30.0,0,0,0.0,S
733,0,2,M,23.0,0,0,13.0,S
734,0,2,M,23.0,0,0,13.0,S
735,0,3,M,28.5,0,0,16.1,S
736,0,3,F,48.0,1,3,34.38,S
737,1,1,M,35.0,0,0,512.5,C
738,0,3,M,30.0,0,0,7.895,S
739,0,3,M,30.0,0,0,7.895,S
740,1,1,M,30.0,0,0,30.0,S
741,0,1,M,36.0,1,0,78.9,S
742,1,1,F,21.0,2,2,262.5,C
743,0,3,M,24.0,1,0,16.1,S
744,1,3,M,31.0,0,0,7.926,S
745,0,1,M,70.0,1,1,71.0,S
746,0,3,M,16.0,1,1,20.25,S
747,1,2,F,30.0,0,0,13.0,S
748,0,1,M,19.0,1,0,53.1,S
749,0,3,M,31.0,0,0,7.75,Q
750,1,2,F,4.0,1,1,23.0,S
751,1,3,M,6.0,0,1,12.48,S
752,0,3,M,33.0,0,0,9.5,S
753,0,3,M,23.0,0,0,7.895,S
754,1,2,F,48.0,1,2,65.0,S
755,1,2,M,0.67,1,1,14.5,S
756,0,3,M,28.0,0,0,7.797,S
757,0,2,M,18.0,0,0,11.5,S
758,0,3,M,34.0,0,0,8.05,S
759,1,1,F,33.0,0,0,86.5,S
760,0,3,M,30.0,0,0,14.5,S
761,0,3,M,41.0,0,0,7.125,S
762,1,3,M,20.0,0,0,7.23,C
763,1,1,F,36.0,1,2,120.0,S
764,0,3,M,16.0,0,0,7.773,S
765,1,1,F,51.0,1,0,77.94,S
766,0,1,M,46.5,0,0,39.6,C
767,0,3,F,30.5,0,0,7.75,Q
768,0,3,M,30.0,1,0,24.16,Q
769,0,3,M,32.0,0,0,8.36,S
770,0,3,M,24.0,0,0,9.5,S
771,0,3,M,48.0,0,0,7.855,S
772,0,2,F,57.0,0,0,10.5,S
773,0,3,M,30.0,0,0,7.227,C
774,1,2,F,54.0,1,3,23.0,S
775,0,3,M,18.0,0,0,7.75,S
776,0,3,M,30.0,0,0,7.75,Q
777,1,3,F,5.0,0,0,12.48,S
778,0,3,M,30.0,0,0,7.74,Q
779,1,1,F,43.0,0,1,211.4,S
780,1,3,F,13.0,0,0,7.23,C
781,1,1,F,17.0,1,0,57.0,S
782,0,1,M,29.0,0,0,30.0,S
783,0,3,M,30.0,1,2,23.45,S
784,0,3,M,25.0,0,0,7.05,S
785,0,3,M,25.0,0,0,7.25,S
786,1,3,F,18.0,0,0,7.496,S
787,0,3,M,8.0,4,1,29.12,Q
788,1,3,M,1.0,1,2,20.58,S
789,0,1,M,46.0,0,0,79.2,C
790,0,3,M,30.0,0,0,7.75,Q
791,0,2,M,16.0,0,0,26.0,S
792,0,3,F,21.0,8,2,69.56,S
793,0,1,M,30.0,0,0,30.7,C
794,0,3,M,25.0,0,0,7.895,S
795,0,2,M,39.0,0,0,13.0,S
796,1,1,F,49.0,0,0,25.92,S
797,1,3,F,31.0,0,0,8.68,S
798,0,3,M,30.0,0,0,7.23,C
799,0,3,F,30.0,1,1,24.16,S
800,0,2,M,34.0,0,0,13.0,S
801,1,2,F,31.0,1,1,26.25,S
802,1,1,M,11.0,1,2,120.0,S
803,1,3,M,0.42,0,1,8.516,C
804,1,3,M,27.0,0,0,6.977,S
805,0,3,M,31.0,0,0,7.773,S
806,0,1,M,39.0,0,0,0.0,S
807,0,3,F,18.0,0,0,7.773,S
808,0,2,M,39.0,0,0,13.0,S
809,1,1,F,33.0,1,0,53.1,S
810,0,3,M,26.0,0,0,7.887,S
811,0,3,M,39.0,0,0,24.16,S
812,0,2,M,35.0,0,0,10.5,S
813,0,3,F,6.0,4,2,31.28,S
814,0,3,M,30.5,0,0,8.05,S
815,0,1,M,30.0,0,0,0.0,S
816,0,3,F,23.0,0,0,7.926,S
817,0,2,M,31.0,1,1,37.0,C
818,0,3,M,43.0,0,0,6.45,S
819,0,3,M,10.0,3,2,27.9,S
820,1,1,F,52.0,1,1,93.5,S
821,1,3,M,27.0,0,0,8.664,S
822,0,1,M,38.0,0,0,0.0,S
823,1,3,F,27.0,0,1,12.48,S
824,0,3,M,2.0,4,1,39.7,S
825,0,3,M,30.0,0,0,6.95,Q
826,0,3,M,30.0,0,0,56.5,S
827,1,2,M,1.0,0,2,37.0,C
828,1,3,M,30.0,0,0,7.75,Q
829,1,1,F,62.0,0,0,80.0,S
830,1,3,F,15.0,1,0,14.45,C
831,1,2,M,0.83,1,1,18.75,S
832,0,3,M,30.0,0,0,7.23,C
833,0,3,M,23.0,0,0,7.855,S
834,0,3,M,18.0,0,0,8.3,S
835,1,1,F,39.0,1,1,83.2,C
836,0,3,M,21.0,0,0,8.664,S
837,0,3,M,30.0,0,0,8.05,S
838,1,3,M,32.0,0,0,56.5,S
839,1,1,M,30.0,0,0,29.7,C
840,0,3,M,20.0,0,0,7.926,S
841,0,2,M,16.0,0,0,10.5,S
842,1,1,F,30.0,0,0,31.0,C
843,0,3,M,34.5,0,0,6.438,C
844,0,3,M,17.0,0,0,8.664,S
845,0,3,M,42.0,0,0,7.55,S
846,0,3,M,30.0,8,2,69.56,S
847,0,3,M,35.0,0,0,7.895,C
848,0,2,M,28.0,0,1,33.0,S
849,1,1,F,35.0,1,0,89.1,C
850,0,3,M,4.0,4,2,31.28,S
851,0,3,M,74.0,0,0,7.773,S
852,0,3,F,9.0,1,1,15.24,C
853,1,1,F,16.0,0,1,39.4,S
854,0,2,F,44.0,1,0,26.0,S
855,1,3,F,18.0,0,1,9.35,S
856,1,1,F,45.0,1,1,164.9,S
857,1,1,M,51.0,0,0,26.55,S
858,1,3,F,24.0,0,3,19.27,C
859,0,3,M,30.0,0,0,7.23,C
860,0,3,M,41.0,2,0,14.11,S
861,0,2,M,21.0,1,0,11.5,S
862,1,1,F,48.0,0,0,25.92,S
863,0,3,F,21.0,8,2,69.56,S
864,0,2,M,24.0,0,0,13.0,S
865,1,2,F,42.0,0,0,13.0,S
866,1,2,F,27.0,1,0,13.86,C
867,0,1,M,31.0,0,0,50.5,S
868,0,3,M,30.0,0,0,9.5,S
869,1,3,M,4.0,1,1,11.13,S
870,0,3,M,26.0,0,0,7.895,S
871,1,1,F,47.0,1,1,52.56,S
872,0,1,M,33.0,0,0,5.0,S
873,0,3,M,47.0,0,0,9.0,S
874,1,2,F,28.0,1,0,24.0,C
875,1,3,F,15.0,0,0,7.227,C
876,0,3,M,20.0,0,0,9.84,S
877,0,3,M,19.0,0,0,7.895,S
878,0,3,M,30.0,0,0,7.895,S
879,1,1,F,56.0,0,1,83.2,C
880,1,2,F,25.0,0,1,26.0,S
881,0,3,M,33.0,0,0,7.895,S
882,0,3,F,22.0,0,0,10.516,S
883,0,2,M,28.0,0,0,10.5,S
884,0,3,M,25.0,0,0,7.05,S
885,0,3,F,39.0,0,5,29.12,Q
886,0,2,M,27.0,0,0,13.0,S
887,1,1,F,19.0,0,0,30.0,S
888,0,3,F,21.0,1,2,23.45,S
889,1,1,M,26.0,0,0,30.0,C
890,0,3,M,32.0,0,0,7.75,Q
